index,Location,Latitude,Longitude
1355,"Moses Lake, Washington",47.1301417,-119.2780771
1356,"Off Miami, Florida",25.7616798,-80.1917902
1357,"Damascus, Syria",33.5132192,36.2768193
1358,"Off Caracas, Venezuela",10.4805937,-66.9036063
1359,"Tehran, Iran",35.7218583,51.3346954
1360,"Chinmen Island, Taiwan",24.34877913,118.3285644
1361,"Belfast, Northern Ireland",54.597285,-5.93012
1362,"Issaquah, Washington",47.5301011,-122.0326191
1363,"Fish Haven, Idaho",42.0371544,-111.395956
1364,"25 nm off Agrigento, Italy",37.3088381,13.5857818
1365,"Sinnai, Sardinia, Italy",39.3013832,9.2025357
1366,"Off Newfoundland, Canada",53.49436392,-60.22052574
1367,"Lai Chau, Vietnam",22.3862227,103.4702631
1368,"Bordeaux, France",44.8416106,-0.5810938
1369,"Cairo, Egypt",30.0444196,31.2357116
1370,"Off Mobile, Alabama",30.6953657,-88.0398912
1371,"Karachi, Pakistan",24.8607343,67.0011364
1372,"Windsor Locks, Connecticut",41.9242917,-72.6454469
1373,"Kalasahar, India",20.593684,78.96288
1374,"Off Da Nang, Vietnam",16.0544068,108.2021667
1375,"Random Island, Newfoundland",48.1364139,-53.6128895
1376,"Alvarado, California",36.778261,-119.4179324
1377,"Itapebi, Brazil",-15.9692512,-39.5321239
1378,"Mtara, Tanganyika",-10.3112236,40.1759806
1379,"Near Anchieta Island, Brazil",-23.55,-45.066667
1380,"Off Kingston, Jamaica",18.0178743,-76.8099041
1381,"Miandivazo, Madagascar",-19.5354306,45.4615785
1382,"Selleck, Washington",47.3756578,-121.8684444
1383,"Near Guwahati, India",26.1157917,91.7085933
1384,"NW of Hanoi, Vietnam",21.0277644,105.8341598
1385,"San Francisco Bay, California",37.8271784,-122.2913078
1386,"Near Jalalogori, West Bengal, India",22.9867569,87.8549755
1387,"Off Hartland Point, England",50.9946057,-4.5338098
1388,"New Delhi, India",28.6139298,77.2088282
1389,"Prince Rupert, BC, Canada",54.3150367,-130.3208187
1390,"Near Marshall, Texas",32.5448714,-94.3674184
1391,"St. Louis, Missouri",38.6270025,-90.1994042
1392,"Amsterdam, Netherlands",52.3675734,4.9041389
1393,"Goose Wade, Russia",61.52401,105.318756
1394,"Near Zugdidi, Georgia",42.5091391,41.866992
1395,"Near Reo Copiapo, Chile",-27.6384667,-70.46975596
1396,"San Ramon Mtns., Costa Rica",9.748917,-83.753428
1397,"Mount Phou-Lassy, French Indo-China",,
1398,"Sao Paulo, Brazil",-23.5557714,-46.6395571
1399,"Tachikawa AFB, Tokyo, Japan",35.7109011,139.40232
1400,"Pacific Ocean, 325 miles east of Wake Island",19.279619,166.6499348
1401,"Near Milton, Florida",30.6324149,-87.0396881
1402,"Near Kanggye, North Korea",40.9676726,126.5990916
1403,"Off Fethiye Point, Turkey",36.659246,29.126347
1404,"Sharjah, United Arab Emirates",25.3561698,55.427211
1405,Off Irish coast,,
1406,"Near San Diego, California",32.715738,-117.1610838
1407,"Near Barcelonnette, France",44.3863,6.650463
1408,"Vail, Washington",46.8451007,-122.6562348
1409,"San Andres, Honduras",14.22246,-88.549629
1410,"Chablekal, Mexico",21.0961842,-89.5756987
1411,"Albany, New York",42.6525793,-73.7562317
1412,"Ankara, Turkey",39.9333635,32.8597419
1413,"Louisville, Kentucky",38.2526647,-85.7584557
1414,"Frankfurt, Germany",50.1109221,8.6821267
1415,"Lai Chau, Vietnam",22.3862227,103.4702631
1416,"New York City, New York",40.7127753,-74.0059728
1417,"Near Monterrey, Mexico",25.6866142,-100.3161126
1418,"Near Magadan, Russia",59.5594397,150.8127537
1419,"Near Half Moon Bay, California",37.4635519,-122.4285862
1420,"Kharkov. Ukraine, Russia",50.0020127,36.3073994
1421,"Tarabuco, Bolivia",-19.1828336,-64.9153234
1422,"Off Argyll, Scotland",56.4006214,-5.480748
1423,"Near Guaderrama, Spain",40.23689384,-4.049304387
1424,"Nagpur, India",21.1458004,79.0881546
1425,"Tecpan Mt., Guatemala",14.7558344,-90.9868468
1426,"Near Cairo, Egypt",30.0444196,31.2357116
1427,"Guam, Mariana Islands",13.444304,144.793731
1428,"Zurich, Switzerland",47.3768866,8.541694
1429,"Dah-el-Kadeeb, Syria",34.802075,38.996815
1430,"Herat, Afghanistan",34.352865,62.2040287
1431,"Lapseki, Turkey",40.345477,26.6843049
1432,"Near Aldbury, England",51.8032442,-0.6016021
1433,"Off Elba, Italy",42.7781867,10.1927389
1434,"Manizales, Colombia",5.0629743,-75.5027698
1435,"Prague, Czech Republic",50.0755381,14.4378005
1436,"Signal Hill, California",33.8044614,-118.1678456
1437,"Rome, Italy",41.8967068,12.4822025
1438,"Kansas City, Missouri",39.0997265,-94.5785667
1439,"Off Hokkaido, Japan",43.2203266,142.8634737
1440,"Susitna Valley, Alaska",61.3828294,-150.2507886
1441,"Off Gozo, Malta",36.0442999,14.2512221
1442,"New Delhi, India",28.6139298,77.2088282
1443,"Wright, Wyoming",43.7518832,-105.4913345
1444,"Near St. Etienne de Tinee, France",44.2555539,6.925441
1445,"Dien Bien Phu, South Vietnam",21.4063898,103.0321549
1446,"Kallang Airport, Singapore",1.3098918,103.8729582
1447,"Off Mackay, Australia",-21.1433971,149.1868281
1448,"Near Lothian, Maryland",38.8317815,-76.611351
1449,"Monterrey, Mexico",25.6866142,-100.3161126
1450,"Kabassaak, Turkey",38.963745,35.243322
1451,"Hanoi, Vietnam",21.0277644,105.8341598
1452,"Off Stromboli, Italy",38.7925148,15.214917
1453,"Moose Jaw, SK, Canada",50.3915811,-105.5348562
1454,"Xieng Kouang, Laos",19.6375088,103.3587288
1455,"Batuco, Chile",-33.2296937,-70.8104688
1456,"Sierra del Vilgo, Argentina",-29.9422222,-67.46
1457,"Near Calcutta, India",22.5743545,88.3628734
1458,"Paraparaumu, New Zealand",-40.915496,175.007312
1459,"Cipo Mountain, Brazil",-11.0997168,-38.5145545
1460,"Near Maribor, Slovenia",46.5546503,15.6458812
1461,"Sao Paulo, Brazil",-23.5557714,-46.6395571
1462,"Da Nang, Vietnam",16.0544068,108.2021667
1463,"Off Folkestone, England",51.081397,1.169456
1464,"Near Salvador, Brazil",-12.9777334,-38.501648
1465,"Off Hainan Island, China",20.0199699,110.34863
1466,"Near McGrath, Alaska",62.9559895,-155.5988928
1467,"Terceira Island, Azores, Portugal",38.7216415,-27.2205771
1468,Vietnam,14.058324,108.277199
1469,"Near Pakse, Laos",15.1171823,105.8159045
1470,"Near Mason City, Iowa",43.1535728,-93.2010367
1471,"Off IJuuiden, North Sea",56.511018,3.515625
1472,"Sakhalin Oblast, Russia",49.9807847,143.3738129
1473,"Near Rapid City, South Dekota",44.0805434,-103.2310149
1474,"Foynes, Ireland",52.6102719,-9.1048617
1475,"Off Rio de Janeiro, Brazil",-22.9068467,-43.1728965
1476,"Cairo, Egypt",30.0444196,31.2357116
1477,"Novosibirsk, Russia",54.9832693,82.8963831
1478,"Near Nice, Italy",41.87194,12.56738
1479,"Krasnoyarsk Territory, Russia",64.2479758,95.1104176
1480,"Off Ocean City, Maryland",38.3365032,-75.0849058
1481,"Mangalore, Australia",-36.8978497,145.1619235
1482,"Jirishanga,Cerro de Pasco, Peru",-10.6673895,-76.2539981
1483,"Berlin, New Hampshire",44.4686696,-71.1850768
1484,"Near Luang Pragang, Laos",20.0656229,102.6216211
1485,"Bratislava, Slovakia",48.1485965,17.1077477
1486,"New York, New York",40.7127753,-74.0059728
1487,"Near Bolivar, Venezuela",6.3585216,-63.580611
1488,"Pittsburgh, Pennsylvania",40.4406248,-79.9958864
1489,"Prestwick, Ayrshire, Scotland",55.495587,-4.6142139
1490,"Irkutsk, Russia",52.2854834,104.2890222
1491,"Near Anchorage, Alaska",61.2175758,-149.8996785
1492,"Off Skellings, Ireland",51.77495784,-10.52463189
1493,"Greater Cincinnati Airport, Covington, Kentucky",39.051351,-84.6671453
1494,"London, Ontario, Canada",42.9849233,-81.2452768
1495,"Des Moines, Iowa",41.5868417,-93.6249522
1496,"Lapadrera, Colombia",5.3167,-71.73326
1497,"Nagpur, India",21.1458004,79.0881546
1498,"Near Calabar, Nigeria",4.9757165,8.3417006
1499,"Abruzzio Mountains, Italy",42.1920119,13.7289167
1500,"Albuquerque, New Mexico",35.0843859,-106.650422
1501,"Salisbury, Zimbabwe",-17.8262928,31.0503723
1502,"Formosa, Argentina",-26.1857768,-58.1755669
1503,"Vitoria da Conquista, Brazil",-14.8577988,-40.8400759
1504,"Near Cuidad de Valles, Mexic",22.0025712,-99.0018424
1505,"Mascota, Mexico",20.5273116,-104.7908781
1506,"Trujillo, Colombia",4.211646,-76.3187681
1507,"Springfield, Missouri",37.2089572,-93.2922989
1508,"Oahu, Hawaii",21.4389123,-158.0000565
1509,Off the Oregon coast,43.8041334,-120.5542012
1510,"Off Pensacola, Florida",30.421309,-87.2169149
1511,"Islip, New York",40.7297786,-73.2105665
1512,"Off Great Natuna Island, Sarawak",2.5574285,113.0011989
1513,"Kupe Mountains, Cameroons",4.8013889,9.7080556
1514,"Mt. Kilimanjaro, Kenya",-0.023559,37.906193
1515,"Off Barcelona, Venezuela",10.1445691,-64.67768
1516,"Edmonton, Alberta, Canada",53.5460983,-113.4937266
1517,"Fort Lamy, Cameroon",7.369722,12.354722
1518,"Near Asuncion, Paraguay",-25.2637399,-57.575926
1519,"Leon, Mexico",21.1250077,-101.6859605
1520,"Oaxaca, Mexico",17.0731842,-96.7265889
1521,"Chicago, Illinois",41.8781136,-87.6297982
1522,"Near Petrich, Bulgaria",41.3981081,23.2066849
1523,"Fort Leonard Wood, Missouri",37.7252315,-92.1646722
1524,"Near Voronezh, Russia",51.6683487,39.1919288
1525,"Near Edelweiler, West Germany",48.536616,8.5479869
1526,"Caparao Mountain, Brazil",-20.5241496,-41.906003
1527,"Simra, Nepal",27.16,84.97
1528,"Lanywa, Burma (Myanmar)",20.9603811,94.8157773
1529,"Burbank, California",34.1808392,-118.3089661
1530,"Near Banyo, Cameroon",6.7496639,11.8036596
1531,"Near Thorhild, Alberta, Canada",54.153255,-113.125807
1532,"Idris, Libya",26.3351,17.228331
1533,"Pacific Ocean (1,000 miles west of Honolulu, HI)",21.3098845,-157.8581401
1534,"Yellowknife, Northwest Territory, Canada",62.4539717,-114.3717886
1535,"Pico Oiriruma-Vinac, Peru",-12.930823,-75.7803892
1536,"Near Centennial, Wyoming",41.2983055,-106.1416774
1537,"Near Vienna, Austria",48.2080696,16.3713095
1538,"Longmont, Colorado",40.1672068,-105.1019275
1539,"Near Las Vegas, Nevada",36.171563,-115.1391009
1540,"Seattle, Washingon",47.6061389,-122.3328481
1541,"Iwo Jima, Japan",24.7875734,141.3155653
1542,"Near Ballico, California",37.4522617,-120.7018349
1543,"Belem, Brazil",-1.4563432,-48.501299
1544,"Khabarovsk Territory, Russia",50.5888431,135
1545,"Hollywood, South Carolina",32.7345203,-80.2412684
1546,"Sao Paulo, Brazil",-23.5557714,-46.6395571
1547,"Jacksonville, Florida",30.3321838,-81.655651
1548,"Frederick Henry Bay, Australia",-42.91,147.6
1549,"Oreway, Newfoundland, Canada",52.568437,-65.8789649
1550,"Torysa, Czechoslovakia",49.1599824,20.8782788
1551,"Lyon, France",45.764043,4.835659
1552,"Frobisher Bay, Canada",63.746693,-68.5169669
1553,"Near Fort Chimo, Quebec, Canada",58.102996,-68.418839
1554,"Near Niles, California",37.578824,-121.9777381
1555,"Near Zurrieg, Malta",35.8302346,14.4751779
1556,"Near Cairo, Egypt",30.0444196,31.2357116
1557,"Near Aleppo, Syria",36.2021047,37.1342603
1558,"Jalkot, Pakistan",35.2485449,73.2160825
1559,"Tezpur, India",26.6528495,92.7925592
1560,"Largs, England",55.793335,-4.867278
1561,"Indapur, India",18.1186943,75.0234074
1562,"Korat ,Thailand",14.9738493,102.083652
1563,"Pittsburgh, Pennsylvania",40.4406248,-79.9958864
1564,"Seattle, Washington",47.6061389,-122.3328481
1565,"Skilak Lake, Alaska",60.4160247,-150.3734777
1566,"Parintins, Brazil",-2.6319989,-56.7331138
1567,"London, England",51.5072178,-0.1275862
1568,"Kathmandu, Nepal",27.7172453,85.3239605
1569,"Orleans, Ontario, Canada",45.4558019,-75.5047333
1570,"Guatemala City, Guatemala",14.6349149,-90.5068824
1571,Over North Carolina,35.7595731,-79.0192997
1572,"Asbury Park, New Jersey",40.2203907,-74.0120817
1573,"Kano, Nigeria",12.0021794,8.5919561
1574,"Grand Canyon, Arizona",36.0544445,-112.1401108
1575,"Near Flat Rock, Michigan",42.0964314,-83.2918744
1576,"Near Brows Mills, New Jersey",39.9729209,-74.5834673
1577,"Shannon, Ireland",52.7117822,-8.8783365
1578,"Rio Cuarto, Argentina",-33.1231585,-64.3493441
1579,"Thazi, Burma",20.8617622,96.0520363
1580,"Cold Bay, Alaska",55.2062621,-162.7174221
1581,"Bartlesville, Oklahoma",36.7473114,-95.9808179
1582,"Amman, Jordan",31.9543786,35.9105776
1583,"Near Nome, Alaska",64.5005909,-165.4086406
1584,"Off Land's End, England",52.3555177,-1.1743197
1585,Over the Pacific Ocean,-8.783195,-124.508523
1586,"Agartala, India",23.831457,91.2867777
1587,Over the Mediterranean Sea,34.5531284,18.0480105
1588,"Blackbushe, England",51.322724,-0.839332
1589,"Hommelfjell, Norway",62.4678828,11.2384101
1590,"Puerto Somoza, Nicaragua",12.1972071,-86.7579787
1591,"El Rucio Mountain, Colombia",4.570868,-74.297333
1592,"Paris, France",48.856614,2.3522219
1593,"Near Eglisau, Switzerland",47.5762223,8.5219809
1594,"Caracas, Venezuela",10.4805937,-66.9036063
1595,"Caqueta, Colombia",0.869892,-73.8419063
1596,"Near Chilliwack, British Columbia, Canada",49.1579401,-121.9514666
1597,"Dannemois, France",48.452186,2.474807
1598,"Grub, Germany",50.2278016,11.0222093
1599,"Mt. Giner, Italy",41.87194,12.56738
1600,"Dhahran, Saudi Arabia",26.2361248,50.0393017
1601,"Owasso, Oklahoma",36.2695388,-95.8547119
1602,"Near Buenos Aires, Argentina",-34.6036844,-58.3815591
1603,"Ometepe Island, Nicaragua",11.5141431,-85.5817911
1604,"Paris, France",48.856614,2.3522219
1605,"Near Sunland, California",34.2596694,-118.3114218
1606,"New York, New York",40.7127753,-74.0059728
1607,"Kimpo Air Base, South Korea",37.5655383,126.8013282
1608,"Blyn, Washington",48.0245561,-122.9960389
1609,"Near Miho AB, Japan",36.204824,138.252924
1610,"Drayton, England",51.0189604,-2.8501962
1611,"El Soldado, Colombia",11.19996,-72.64995
1612,"Manchester, England",53.4807593,-2.2426305
1613,"Near Cebu, Philippines",10.3156992,123.8854366
1614,"Near Sayari, Bolivia",-17.6869776,-66.5075079
1615,Over the North Pacific Ocean,-8.783195,-124.508523
1616,"Bage, Brazil",-31.3332525,-54.106536
1617,"Algiers, Algeria",36.753768,3.0587561
1618,"Anchieta Island, Brazil",-23.55,-45.066667
1619,"Merida, Mexico",20.9673702,-89.5925857
1620,"Near El Quweira, Jordan",29.8030455,35.3113014
1621,"Jirkouk, Iraq",35.4666329,44.3798895
1622,"Blackbushe, Hants, England",51.322724,-0.839332
1623,"Santoshpur, India",22.4892926,88.3887629
1624,"Barajas, Madrid, Spain",40.4653704,-3.5951518
1625,"Narsarressuak, Greenland",61.156703,-45.4254299
1626,"Near San Carlos de Bariloche, Argentina",-41.1334722,-71.3102778
1627,"New Delhi, India",28.6139298,77.2088282
1628,"Near Moscow, Russia",55.755826,37.6173
1629,"Bodensee, Switzerland",47.6363377,9.3892445
1630,"Near Clarksburg, Maryland",39.2387164,-77.2794288
1631,"Port Hardy, BC, Canada",50.7207083,-127.4968729
1632,"Horn Island, Queensland, Australia",-10.611642,142.2868647
1633,"Bay of Bengal, Pakistan",30.375321,69.345116
1634,"Near Fort Rupert, Quebec, Canada",51.4768799,-78.7455097
1635,"Near Hsinchu, Taiwan (Formosa)",24.8138287,120.9674798
1636,"Near Biak, Indonesia",-1.0381022,135.9800848
1637,"Daggett, California",34.8640316,-116.888098
1638,"Near Issoudun, Quebec, Canada",46.5754417,-71.6196679
1639,"Copenhagen, Denmark",55.6760968,12.5683371
1640,"Assam, India",26.2006043,92.9375739
1641,"Near Juticalpa, Honduras",14.6572108,-86.2107672
1642,"Niquitao, Venezuela",9.1125961,-70.4022789
1643,"New Bedford, Massachusetts",41.6362152,-70.934205
1644,"Montevideo, Uruguay",-34.9055016,-56.1851147
1645,"Bhiwandi, Maharashtra, India",19.2812547,73.0482912
1646,"Islay-Glenegedale Airport, Scotland",55.6835934,-6.2482562
1647,"Akshi, Russia",61.52401,105.318756
1648,"Beirut, Lebanon",33.8937913,35.5017767
1649,"Porto Alegre, Brazil",-30.0368176,-51.2089887
1650,"Belfast, Ireland",54.597285,-5.93012
1651,"Madrid, Spain",40.4167754,-3.7037902
1652,"Near Campeche, Mexico",19.8301251,-90.5349087
1653,"Dusseldorf, West Germany",51.2230411,6.7824545
1654,"Moscow, Russia",55.755826,37.6173
1655,"Bristol, England",51.454513,-2.58791
1656,"900 miles E of Honolulu, Hawaii, Pacific Ocean",21.3098845,-157.8581401
1657,"Near Palma de Mallorca, Spain",39.5696005,2.6501603
1658,"Chessell Down, England",50.6708399,-1.4390741
1659,"Christchurch, New Zealand",-43.5320301,172.636648
1660,"Bolivar, Argentina",-36.2383284,-61.2335592
1661,"Jeannine Lake, Quebec, Canada",51.8710439,-68.0644838
1662,"Ozamis City, Philippines",8.1459962,123.8458707
1663,"Near Birobidzhan, Russia",48.7879712,132.9306664
1664,"Off Oahu, Hawaii",21.4389123,-158.0000565
1665,"Stansted, England",51.9035908,0.1938414
1666,"Buenos Aires, Argentina",-34.6036844,-58.3815591
1667,"Belem, Brazil",-1.4563432,-48.501299
1668,"Near La Paz, Bolivia",-16.489689,-68.1192936
1669,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
1670,"Norwalk, California",33.9022367,-118.081733
1671,"Munich, Germany",48.1351253,11.5819806
1672,"Mount Vesuvius, Italy",40.822383,14.4289058
1673,"Raiatea, French Polynesia",-16.8164132,-151.4552213
1674,"Cairo, Egypt",30.0444196,31.2357116
1675,"Off Corvo Island, Azores",39.7023111,-31.1080244
1676,"Horwich, Lancs, England",53.598398,-2.554762
1677,"Menzalah Lake, Egypt",,
1678,"Off Ryukyu Islands, Okinawa",26.3343533,127.8056058
1679,"Grants, New Mexico",35.14726,-107.8514466
1680,"Near Kathmandu, Nepal",27.7172453,85.3239605
1681,"Miami, Florida",25.7616798,-80.1917902
1682,"Bridgeport, Texas",33.2101155,-97.7547552
1683,"Quito, Ecuador",-0.1806532,-78.4678382
1684,"Freeland, Michigan",43.5250265,-84.1227598
1685,"Mt. Illiniza, Ecuador",-0.6633333,-78.715
1686,"Off Castell de Fels, Spain",41.2807588,1.9799604
1687,"Near Sloan, 10 miles SW of Las Vegas, Nevada",36.171563,-115.1391009
1688,"New Delhi, India",28.6139298,77.2088282
1689,"Chatenoy, France",48.2335629,2.625239
1690,"Near Casablanca, Morocco",33.5731104,-7.5898434
1691,"Brunswick, Maryland",39.3142682,-77.6277679
1692,"Gurgaon, India",28.4594965,77.0266383
1693,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
1694,"SW of Algiers, Algeria",36.753768,3.0587561
1695,"Manila, Philippines",14.5995124,120.9842195
1696,"Near Guadalajara, Mexico",20.6751707,-103.3473385
1697,"Martinsburg, West Virginia",39.4562099,-77.9638869
1698,"Magadan Oblast, Russia",62.6643417,153.9149909
1699,"Curitiba, Brazil",-25.4268985,-49.2651984
1700,"Mohanbari, India",27.4705449,94.9124625
1701,"Near Chicopee Falls, Massachusetts",42.1520377,-72.5759218
1702,"Dhaka, Baangladesh",23.804093,90.4152376
1703,"Benghazi, Libya",32.1194242,20.0867909
1704,"Near Belem, Brazil",-1.4563432,-48.501299
1705,"Sakiya Saugye, Japan",36.204824,138.252924
1706,"North Atlantic Ocean, 100 miles W of Galway Bay, Ireland",53.2,-9.233333
1707,"Nantucket, Massachusetts",41.28394,-70.0999891
1708,"Near Chita, Russia",52.0515032,113.4711906
1709,"Sasnashen, Russia",61.52401,105.318756
1710,Off Guam,13.444304,144.793731
1711,"London, England",51.5072178,-0.1275862
1712,"Campina Grande, Brazil",-7.2206167,-35.8888328
1713,"Kazakh, Russia",61.52401,105.318756
1714,"Near Fairchild AFB, Washington DC",38.9071923,-77.0368707
1715,"Mount Oyama, Japan",34.0788424,139.5178185
1716,"Triel, France",48.9817076,2.0054541
1717,"Near Lazo, Russia",61.52401,105.318756
1718,Over the Mediterranean Sea,34.5531284,18.0480105
1719,"Payette, Idaho",44.0782195,-116.9337711
1720,"Mt. Alto del Cedro, Venezuela",6.42375,-66.58973
1721,"Villa Montes, Bolivia",-21.2600046,-63.4580702
1722,"Near Kanash, Russia",55.5096,47.4993967
1723,"NAS Argentia, Placentia Bay, Newfoundland, Canada",47.31014,-53.9906359
1724,"Anzio, Italy",41.4474645,12.6275446
1725,"Nipe Bay, Cuba",20.7546215,-75.737149
1726,"Near Roccatamburo di Poggiodomo, Italy",42.7376608,12.9364422
1727,"La Paz, Bolivia",-16.489689,-68.1192936
1728,North Atlantic Ocean,35.746512,-39.462891
1729,"Fort Collins, Colorado",40.5852602,-105.084423
1730,"Guadarrama Mountains, Spain",40.8509017,-3.9499712
1731,"Tashkent, Uzbekstan",41.2994958,69.2400734
1732,"Winkton, England",50.764107,-1.771998
1733,"Salisbury, Zimbabwe (Harare, Zimbabwe)",-17.8262928,31.0503723
1734,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
1735,"Mt. Pena Blanca, Guatemala",15.783471,-90.230759
1736,"Mt. Holston, Tennessee",36.4624983,-82.1933875
1737,"Rio de Janerio, Brazil",-22.9068467,-43.1728965
1738,"Panther Peak, California",40.0612579,-123.7003042
1739,"Off Mar del Plata, Argentina",-38.0054771,-57.5426106
1740,"Stalingrad, Russia",48.708048,44.5133034
1741,"Near Merida, Venezuela",8.5698244,-71.1804988
1742,"Dabouk, Jordan",31.9891204,35.806491
1743,"Brindisi, Italy",40.6327732,17.9418724
1744,"Kerrville, Texas",30.0474332,-99.1403189
1745,"Mason City, Iowa",43.1535728,-93.2010367
1746,"La Guardia Airport, New York, NY",40.7733035,-73.871781
1747,"Gatwick, Surrey, England",51.1531915,-0.1681955
1748,"Belen, Chile",-18.4684987,-69.5154624
1749,"Managua, Nicaragua",12.1149926,-86.2361744
1750,"Tobu, India",20.593684,78.96288
1751,"Mahon, Spain",39.8873296,4.2596195
1752,"Near Bangui, Central African Republic",4.362156,18.5827765
1753,"Near Silchar, India",24.8332708,92.7789054
1754,"Alma, Georgia",31.5393701,-82.4623557
1755,"Puerto Kino, Mexico",19.3692784,-99.2336903
1756,"Van, Turkey",38.5012085,43.3729793
1757,"Valdemeca, Spain",40.2249037,-1.7435392
1758,"Mallorca, Spain",39.6952629,3.0175712
1759,"Chase, Maryland",39.3622348,-76.3692987
1760,"Charleston, West Virginia",38.3498195,-81.6326234
1761,"Near Toumavista, Peru",-8.929933,-74.7059059
1762,"Off Mar del Plata, Aregntina",-38.0054771,-57.5426106
1763,"Moro, Peru",-9.189967,-75.015152
1764,Nicaragua,12.865416,-85.207229
1765,"Near Sheyma, Alaska",63.588753,-154.4930619
1766,"Sandy Lake, Ontario",53.0634269,-93.3294051
1767,"Cerros Baco, Peru",-10.4333333,-77.85
1768,"Near Varese, Lombardia, 20 miles NW of Milan, Italy",45.4637384,9.1885446
1769,"Ishikawa City, Ryukyu Island, Okinawa",26.1201911,127.7025012
1770,"Kuwait City, Kuwait",29.375859,47.9774052
1771,"Sagone, India",20.593684,78.96288
1772,"Karachi, Pakistan",24.8607343,67.0011364
1773,"Calverton, New York",40.9064873,-72.7434331
1774,"Near Barcelona, Spain",41.3873974,2.168568
1775,"Near Asuncion, Paraguay",-25.2637399,-57.575926
1776,"Abilene, Texas",32.4487364,-99.7331439
1777,"Poza Rica, Mexico",20.5270592,-97.4629119
1778,"Near Tegucigalpa, Honduras",14.065049,-87.1715002
1779,"Sao Paulo, Brazil",-23.5557714,-46.6395571
1780,"Great Sitkin Island, Alaska",52.0630435,-176.0965562
1781,"Bordeaux, France",44.8416106,-0.5810938
1782,"Buffalo, Texas",31.4637866,-96.0580197
1783,"Paloemeu, Suriname",3.3456699,-55.4425828
1784,"Near Moscow, Russia",55.755826,37.6173
1785,"Santa Maria, California",34.9530337,-120.4357191
1786,"Waynesborough, Virginia",38.0684692,-78.8894682
1787,"Athens, Greece",37.9838096,23.7275388
1788,"St. Cleophas, Quebec, Canada",48.4923058,-67.743302
1789,"Lvov, Ukraine, USSR",49.839683,24.029717
1790,Gulf of Mexico,25.304304,-90.065918
1791,"Beirut, Lebanon",33.8937913,35.5017767
1792,"Chicago, Illinois",41.8781136,-87.6297982
1793,"Willamsport, Pennsylvania",41.2411897,-77.0010786
1794,"Off Cartagena, Colombia",10.3932277,-75.4832311
1795,"Near Tashkent, Uzbekistan, USSR",41.2994958,69.2400734
1796,"Ketchikan, Alaska",55.3422222,-131.6461111
1797,"Rome, Italy",41.8967068,12.4822025
1798,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
1799,"Palembang, Indonesia",-2.9760735,104.7754307
1800,"Near San Jose de Chiquitos, Bolivia",-17.8348334,-60.7504879
1801,"Taksing, India",28.375797,93.247864
1802,"Wilmington/Bolivia, North Carolina",34.2103894,-77.8868117
1803,Gulf of Sirte,31.5,18
1804,"Charles City, Virginia",37.3438906,-77.071268
1805,"Ankara, Turkey",39.9333635,32.8597419
1806,"Montego Bay, Jamacia",18.4713814,-77.9228676
1807,"Off Bathurst Island, Australia",-11.7365444,130.4312584
1808,"Cochabamba, Bolivia",-17.4139766,-66.1653224
1809,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
1810,"Lvov-Snilow, Ukraine",49.839683,24.029717
1811,"Shannon, Ireland",52.7117822,-8.8783365
1812,"El Refugio, Colombia",3.4002431,-76.5481006
1813,"Nagoya, Japan",35.1814506,136.9065571
1814,"Near Cannelton, 10 mile SE of Tell City, Indiana",37.9114446,-86.7444321
1815,"Cordoba, Colombia",8.7509716,-75.8785438
1816,"Siuna, Nicaragua",13.7405282,-84.7811621
1817,"Pelotas, Brazil",-31.7699685,-52.3312971
1818,"Taipei,Taiwan",25.0329694,121.5654177
1819,"Stephenville, Newfoundland",48.5500734,-58.5761704
1820,"Bogota, Colombia",4.7109886,-74.072092
1821,"Hickory, North Carolina",35.7344538,-81.3444573
1822,"Bunia, Belgian Congo",1.574278,30.2397336
1823,"Near Calabozo, Venezuela",8.9180089,-67.4158925
1824,"Jebel Marra, Sudan",12.95,24.27
1825,"El Sosneado, Argentina",-35.0794394,-69.5778661
1826,"Atlanta, Georgia",33.748752,-84.3876845
1827,"Nea Tkvarcheli, Georgia",42.8555321,41.6734319
1828,"Off Mackay, Qld. Australia",-21.1433971,149.1868281
1829,"Mt. Gilbert, Alaska",54.2508333,-165.6605556
1830,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
1831,"Off Barnegat City, New Jersey",39.7649223,-74.2693297
1832,Persian Gulf,26.7505337,51.6834275
1833,"Near Quito, Ecuador",-0.1806532,-78.4678382
1834,"Off Manila, Philippines",14.5995124,120.9842195
1835,"Near Jima, Ethiopia",7.6753269,36.8372893
1836,"Copenhagen, Denmark",55.6760968,12.5683371
1837,"Near Goma, Zaire",-1.658501,29.2204548
1838,"Near Syktyvkar, Russia",61.6641145,50.8168774
1839,"Forest Park, Illinois",41.8794758,-87.81367
1840,"Near Rimini, Italy",44.0565776,12.5713325
1841,"Near Tipuani, Bolivia",-15.5652168,-68.0187391
1842,"Near Kiev, Ukraine",50.4503596,30.5245025
1843,"Near El Kelaa, Morocco",31.2370612,-6.1261925
1844,"Off Heraklion, Greece",35.3387352,25.1442126
